date,area_id,rainfall_mm,population,water_consumption_m3,area_water_usage_m3,residential_water_demand_m3
2023-08-01,zone_05,480.553,61241,242043.659,282456.743,243035.843
2023-09-01,zone_01,154.913,95031,377609.218,442278.993,392970.557
2023-09-01,zone_02,175.849,80261,184024.787,221905.767,189446.716
2023-09-01,zone_03,179.604,81526,208065.928,247170.173,210993.481
2023-09-01,zone_04,170.863,77345,141034.586,168923.4,143417.637
2023-09-01,zone_05,168.458,61364,207549.148,225216.162,218184.511
2023-10-01,zone_01,79.172,95197,418395.248,497516.808,429514.229
2023-10-01,zone_02,85.814,80360,224014.493,286987.832,231025.72
2023-10-01,zone_03,86.674,81692,265282.968,330216.623,248937.393
2023-10-01,zone_04,82.588,77346,177109.004,186640.107,165369.133
2023-10-01,zone_05,74.976,61219,284700.714,325418.685,279206.555
2023-11-01,zone_01,27.684,95097,413242.392,493585.629,430153.92
2023-11-01,zone_02,28.431,80275,238240.368,280256.977,239383.446
2023-11-01,zone_03,27.639,81909,236496.076,267353.229,229152.523
2023-11-01,zone_04,28.65,77402,173368.558,218531.044,177593.961
2023-11-01,zone_05,27.02,61263,259141.22,287671.172,267077.947
2023-12-01,zone_01,26.289,95110,432408.8,496576.652,413992.744
2023-12-01,zone_02,29.133,80466,226296.08,264266.968,234303.616
2023-12-01,zone_03,27.496,81897,205068.43,239402.369,209738.562
2023-12-01,zone_04,29.823,77684,173657.916,204102.727,167767.044
2023-12-01,zone_05,25.462,61444,289540.988,336796.033,292489.481
2024-01-01,zone_01,45.42,95546,424651.635,460273.254,428781.15
2024-01-01,zone_02,53.541,80528,240244.246,293910.354,234340.619
2024-01-01,zone_03,51.637,81923,231821.743,295039.14,234469.332
2024-01-01,zone_04,50.418,77463,198917.029,226474.631,189287.304
2024-01-01,zone_05,49.115,61532,279085.111,355157.212,279563.524
2024-02-01,zone_01,45.826,95525,458060.064,571533.484,437936.276
2024-02-01,zone_02,45.95,80759,233083.21,296759.965,230319.898
2024-02-01,zone_03,47.205,82003,241628.237,303604.445,251817.663
2024-02-01,zone_04,48.647,77536,170741.447,209665.733,167347.232
2024-02-01,zone_05,41.948,61454,244723.943,283520.349,246966.652
2024-03-01,zone_01,73.78,95620,439504.373,463895.777,435131.359
2024-03-01,zone_02,82.073,80738,264320.359,277899.022,245887.275
2024-03-01,zone_03,74.432,82245,259943.294,287913.605,258067.199
2024-03-01,zone_04,79.769,77640,193950.618,220594.091,186330.881
2024-03-01,zone_05,73.166,61645,316649.192,382549.756,300099.831
2024-04-01,zone_01,119.189,95627,368996.529,398474.723,385182.404
2024-04-01,zone_02,133.628,80689,258169.479,293074.08,249649.833
2024-04-01,zone_03,108.061,82171,247051.267,302057.255,249105.3
2024-04-01,zone_04,131.808,77855,184332.91,204210.899,188942.428
2024-04-01,zone_05,113.125,61670,287252.697,307871.202,274799.151
2024-05-01,zone_01,189.068,95687,416934.531,481452.177,416003.636
2024-05-01,zone_02,207.402,80971,266463.242,316844.122,260809.786
2024-05-01,zone_03,196.173,82180,234605.827,289685.409,241012.272
2024-05-01,zone_04,190.722,77824,190082.707,205454.951,176991.941
2024-05-01,zone_05,174.527,61738,270190.069,333740.303,270292.111
2024-06-01,zone_01,636.445,95548,293431.702,363731.225,300240.626
2024-06-01,zone_02,636.678,80994,218163.919,263780.777,215660.088
2024-06-01,zone_03,663.785,82314,206969.213,219426.729,206479.192
2024-06-01,zone_04,576.562,77942,163695.993,176960.436,157062.408
2024-06-01,zone_05,618.166,61844,234646.54,249723.63,235365.927
2024-07-01,zone_01,633.554,95895,373502.999,483903.99,352118.935
2024-07-01,zone_02,683.262,80746,205798.707,262081.037,202197.992
2024-07-01,zone_03,685.433,82346,187090.143,200062.552,183077.25
2024-07-01,zone_04,697.339,77871,145846.301,165435.471,145243.411
2024-07-01,zone_05,643.497,61833,242999.401,299331.065,229438.881
2024-08-01,zone_01,441.849,95997,381488.277,477633.063,384009.178
2024-08-01,zone_02,430.185,81084,209471.303,237870.017,215858.963
2024-08-01,zone_03,462.342,82406,210732.958,228255.27,207443.421
2024-08-01,zone_04,477.132,78010,151064.751,165639.217,144914.365
2024-08-01,zone_05,415.49,61873,216192.187,243499.353,212438.026
2024-09-01,zone_01,142.317,96004,372304.855,467494.217,362303.644
2024-09-01,zone_02,147.888,81268,213309.972,273479.397,200481.12
2024-09-01,zone_03,147.868,82515,230532.348,251079.473,216261.356
2024-09-01,zone_04,150.973,78051,142263.845,178225.672,149683.777
2024-09-01,zone_05,138.967,62078,243749.153,289581.888,237438.035
2024-10-01,zone_01,71.201,96298,422239.023,506569.94,434197.611
2024-10-01,zone_02,72.876,81399,221006.004,240074.416,226223.66
2024-10-01,zone_03,68.674,82719,260264.746,287910.76,254708.359
2024-10-01,zone_04,76.079,78100,166931.94,212343.992,165132.175
2024-10-01,zone_05,68.682,62087,271025.982,338184.279,258259.338
2024-11-01,zone_01,23.914,95980,465905.96,500681.157,433642.514
2024-11-01,zone_02,25.919,81566,267071.512,315291.631,247426.123
2024-11-01,zone_03,26.835,82881,276462.98,317024.09,258890.903
2024-11-01,zone_04,26.173,78235,186274.632,232255.922,174478.725
2024-11-01,zone_05,21.907,62164,280769.858,337563.994,277390.077
2024-12-01,zone_01,21.131,96305,448340.686,576793.081,465833.197
2024-12-01,zone_02,25.995,81498,290957.987,350763.328,276865.094
2024-12-01,zone_03,23.117,82635,250132.55,312293.86,250867.818
2024-12-01,zone_04,26.729,78252,182254.368,230444.12,177340.435
2024-12-01,zone_05,22.203,62037,333979.552,359882.734,322404.297
